    CELLID   PRES       TEMPC    ZMF$1        ZMF$2        ZMF$3        ZMF$4      PHST SLIQ      SGAS       DLIQ       DGAS      VISLIQ     VISGAS     XMF$1        XMF$2        XMF$3        XMF$4        YMF$1        YMF$2        YMF$3        YMF$4
      6524   115.7753    93.000  0.073873891  0.095059009  0.370115646  0.460951454  1  1.000000  0.000000   728.0065        NaN  3.400E-01        NaN  0.073873891  0.095059009  0.370115646  0.460951454          NaN          NaN          NaN          NaN
      6525   161.1645    93.000  0.010225469  0.704495362  0.284422876  0.000856293  1  1.000000  0.000000   510.2217        NaN  8.570E-02        NaN  0.010225469  0.704495362  0.284422876  0.000856293          NaN          NaN          NaN          NaN
      6526   132.0779    93.000  0.992854600  0.005733640  0.000001200  0.001410560  2  0.001355  0.998645   745.9624    75.7692  4.028E-01  1.544E-02  0.361552744  0.010000262  0.000013205  0.628433790  0.993797488  0.005727268  0.000001182  0.000474062
      6527   128.2638    93.000  0.297503692  0.015127613  0.687367998  0.000000697  1  1.000000  0.000000   521.4138        NaN  8.729E-02        NaN  0.297503692  0.015127613  0.687367998  0.000000697          NaN          NaN          NaN          NaN
      6528   155.5750    93.000  0.000034262  0.053222881  0.298653234  0.648089622  1  1.000000  0.000000   773.6852        NaN  4.764E-01        NaN  0.000034262  0.053222881  0.298653234  0.648089622          NaN          NaN          NaN          NaN
      6529   144.8979    93.000  0.868262633  0.101215537  0.001253744  0.029268086  2  0.054823  0.945177   701.3873   101.7995  2.904E-01  1.641E-02  0.367538634  0.159089550  0.007198625  0.466173190  0.900788529  0.097456173  0.000867578  0.000887721
      6530   125.7553    93.000  0.000002456  0.322367505  0.000004018  0.677626022  1  1.000000  0.000000   770.6178        NaN  4.862E-01        NaN  0.000002456  0.322367505  0.000004018  0.677626022          NaN          NaN          NaN          NaN
      6531   128.6154    93.000  0.086663030  0.889938978  0.023179013  0.000218979  1  1.000000  0.000000   399.0987        NaN  5.047E-02        NaN  0.086663030  0.889938978  0.023179013  0.000218979          NaN          NaN          NaN          NaN
      6532   125.9907    93.000  0.340845630  0.069045929  0.551697936  0.038410505  1  1.000000  0.000000   520.6160        NaN  8.695E-02        NaN  0.340845630  0.069045929  0.551697936  0.038410505          NaN          NaN          NaN          NaN
      6533   114.4528    93.000  0.640272170  0.003851594  0.082067252  0.273808984  2  0.452947  0.547053   722.1529    69.2840  3.300E-01  1.497E-02  0.328610450  0.004761204  0.144871899  0.521756447  0.984029524  0.002848310  0.012794839  0.000327327
      6534   112.7579    93.000  0.110795153  0.083125455  0.805244417  0.000834974  1  1.000000  0.000000   565.3165        NaN  1.116E-01        NaN  0.110795153  0.083125455  0.805244417  0.000834974          NaN          NaN          NaN          NaN
      6535   135.3029    93.000  0.000000000  0.000000981  0.000845654  0.999153365  1  1.000000  0.000000   817.8299        NaN  6.193E-01        NaN  0.000000000  0.000000981  0.000845654  0.999153365          NaN          NaN          NaN          NaN
      6536   129.3266    93.000  0.534176536  0.322742907  0.000000011  0.143080546  2  0.397410  0.602590   633.3276   127.9155  1.764E-01  1.733E-02  0.309965519  0.384052307  0.000000020  0.305982154  0.729041122  0.269458145  0.000000003  0.001500730
      6537   148.4243    93.000  0.837983563  0.004305965  0.145426671  0.012283801  2  0.131567  0.868433   513.6699   120.6212  8.431E-02  1.725E-02  0.462325956  0.006151736  0.465514770  0.066007538  0.921779872  0.003894237  0.074026010  0.000299880
      6538   117.7734    93.000  0.080555298  0.252080624  0.607571487  0.059792591  1  1.000000  0.000000   583.2523        NaN  1.258E-01        NaN  0.080555298  0.252080624  0.607571487  0.059792591          NaN          NaN          NaN          NaN
      6539   128.2725    93.000  0.001135250  0.459801189  0.530926152  0.008137409  1  1.000000  0.000000   551.6311        NaN  1.057E-01        NaN  0.001135250  0.459801189  0.530926152  0.008137409          NaN          NaN          NaN          NaN
      6540   138.8249    93.000  0.177739736  0.030451583  0.787545052  0.004263628  1  1.000000  0.000000   562.3925        NaN  1.107E-01        NaN  0.177739736  0.030451583  0.787545052  0.004263628          NaN          NaN          NaN          NaN
      6541   143.5082    93.000  0.192000596  0.767588954  0.040410450  0.000000000  1  1.000000  0.000000   377.6913        NaN  4.637E-02        NaN  0.192000596  0.767588954  0.040410450  0.000000000          NaN          NaN          NaN          NaN
      6542   158.6391    93.000  0.000180490  0.168086510  0.209390662  0.622342338  1  1.000000  0.000000   767.8998        NaN  4.692E-01        NaN  0.000180490  0.168086510  0.209390662  0.622342338          NaN          NaN          NaN          NaN
      6543   125.0810    93.000  0.000000002  0.300290296  0.018080251  0.681629451  1  1.000000  0.000000   771.6022        NaN  4.876E-01        NaN  0.000000002  0.300290296  0.018080251  0.681629451          NaN          NaN          NaN          NaN
      6544   129.1379    93.000  0.048572169  0.000375811  0.072567976  0.878484043  1  1.000000  0.000000   801.9782        NaN  5.707E-01        NaN  0.048572169  0.000375811  0.072567976  0.878484043          NaN          NaN          NaN          NaN
      6545   132.3957    93.000  0.154004957  0.146991488  0.000000006  0.699003549  1  1.000000  0.000000   769.8116        NaN  4.817E-01        NaN  0.154004957  0.146991488  0.000000006  0.699003549          NaN          NaN          NaN          NaN
      6546   122.7774    93.000  0.056946404  0.938852423  0.000067808  0.004133365  1  1.000000  0.000000   402.9446        NaN  5.126E-02        NaN  0.056946404  0.938852423  0.000067808  0.004133365          NaN          NaN          NaN          NaN
      6547   122.0746    93.000  0.107019160  0.000000000  0.000018367  0.892962473  1  1.000000  0.000000   801.1473        NaN  5.756E-01        NaN  0.107019160  0.000000000  0.000018367  0.892962473          NaN          NaN          NaN          NaN
      6548   131.6785    93.000  0.012064673  0.415793871  0.065628376  0.506513080  1  1.000000  0.000000   735.0178        NaN  3.757E-01        NaN  0.012064673  0.415793871  0.065628376  0.506513080          NaN          NaN          NaN          NaN
      6549   117.2946    93.000  0.034393726  0.000000003  0.000000017  0.965606254  1  1.000000  0.000000   811.5776        NaN  5.989E-01        NaN  0.034393726  0.000000003  0.000000017  0.965606254          NaN          NaN          NaN          NaN
      6550   149.8920    93.000  0.621352241  0.158044752  0.220220688  0.000382319  2  0.576516  0.423484   348.6823   190.4026  4.093E-02  2.210E-02  0.550518380  0.170398220  0.278508837  0.000574564  0.745059835  0.136470074  0.118423517  0.000046573
      6551   139.8254    93.000  0.176186341  0.569679749  0.210539720  0.043594189  1  1.000000  0.000000   492.9833        NaN  7.700E-02        NaN  0.176186341  0.569679749  0.210539720  0.043594189          NaN          NaN          NaN          NaN
      6552   161.7955    93.000  0.792902273  0.199845206  0.000001462  0.007251058  2  0.014527  0.985473   642.3164   140.6817  1.901E-01  1.866E-02  0.382176550  0.295406612  0.000007575  0.322409263  0.799616403  0.198283065  0.000001362  0.002099170
      6553   127.0833    93.000  0.303392917  0.509758393  0.000069718  0.186778972  2  0.970395  0.029605   558.1736   165.0486  1.089E-01  1.976E-02  0.296653007  0.512334609  0.000070884  0.190941499  0.600934370  0.396028204  0.000018232  0.003019194
      6554   121.2179    93.000  0.009993808  0.000095242  0.989900274  0.000010676  1  1.000000  0.000000   600.2259        NaN  1.377E-01        NaN  0.009993808  0.000095242  0.989900274  0.000010676          NaN          NaN          NaN          NaN
      6555   127.9854    93.000  0.000000000  0.075865892  0.841908315  0.082225793  1  1.000000  0.000000   629.9335        NaN  1.683E-01        NaN  0.000000000  0.075865892  0.841908315  0.082225793          NaN          NaN          NaN          NaN
      6556   151.0045    93.000  0.765951196  0.000009985  0.047334104  0.186704716  2  0.364326  0.635674   712.6640    90.5636  3.138E-01  1.614E-02  0.403865997  0.000013593  0.106609396  0.489511014  0.988471617  0.000007767  0.010906315  0.000614301
      6557   160.5503    93.000  0.382889855  0.397818363  0.163470257  0.055821524  1  1.000000  0.000000   452.9475        NaN  6.359E-02        NaN  0.382889855  0.397818363  0.163470257  0.055821524          NaN          NaN          NaN          NaN
      6558   129.4594    93.000  0.537764039  0.122284983  0.021320485  0.318630492  2  0.607325  0.392675   708.7729    89.5839  3.044E-01  1.570E-02  0.340262167  0.141166003  0.030866066  0.487705764  0.909230001  0.086773138  0.003366942  0.000629919
      6559   154.7318    93.000  0.000031646  0.138158154  0.005889434  0.855920766  1  1.000000  0.000000   802.2031        NaN  5.951E-01        NaN  0.000031646  0.138158154  0.005889434  0.855920766          NaN          NaN          NaN          NaN
      6560   155.8660    93.000  0.424378372  0.446223271  0.027042128  0.102356230  2  0.757903  0.242097   502.3122   213.1400  8.078E-02  2.441E-02  0.375359665  0.465094503  0.031238978  0.128306854  0.604991343  0.376690850  0.011578528  0.006739279
      6561   114.2874    93.000  0.000003280  0.461948853  0.487590512  0.050457355  1  1.000000  0.000000   571.7739        NaN  1.183E-01        NaN  0.000003280  0.461948853  0.487590512  0.050457355          NaN          NaN          NaN          NaN
      6562   156.5284    93.000  0.108231451  0.014208352  0.841696760  0.035863437  1  1.000000  0.000000   600.7239        NaN  1.409E-01        NaN  0.108231451  0.014208352  0.841696760  0.035863437          NaN          NaN          NaN          NaN
      6563   148.6336    93.000  0.017906977  0.875375287  0.000000013  0.106717723  1  1.000000  0.000000   545.9959        NaN  1.041E-01        NaN  0.017906977  0.875375287  0.000000013  0.106717723          NaN          NaN          NaN          NaN
      6564   144.0118    93.000  0.037346081  0.018712417  0.007094821  0.936846681  1  1.000000  0.000000   810.6538        NaN  6.094E-01        NaN  0.037346081  0.018712417  0.007094821  0.936846681          NaN          NaN          NaN          NaN
      6565   148.3367    93.000  0.759928212  0.000071224  0.238977621  0.001022943  2  0.277972  0.722028   438.7683   130.7431  5.868E-02  1.776E-02  0.511048052  0.000091071  0.486127296  0.002733581  0.905459517  0.000059619  0.094458207  0.000022656
      6566   142.4335    93.000  0.000000459  0.994041200  0.000797542  0.005160799  1  1.000000  0.000000   437.0812        NaN  5.985E-02        NaN  0.000000459  0.994041200  0.000797542  0.005160799          NaN          NaN          NaN          NaN
      6567   154.2328    93.000  0.001885671  0.011179483  0.000628574  0.986306271  1  1.000000  0.000000   818.0462        NaN  6.302E-01        NaN  0.001885671  0.011179483  0.000628574  0.986306271          NaN          NaN          NaN          NaN
      6568   159.6368    93.000  0.000220377  0.999254642  0.000000006  0.000524975  1  1.000000  0.000000   439.7726        NaN  6.095E-02        NaN  0.000220377  0.999254642  0.000000006  0.000524975          NaN          NaN          NaN          NaN
      6569   132.6268    93.000  0.000000037  0.382168555  0.096955282  0.520876127  1  1.000000  0.000000   740.3334        NaN  3.895E-01        NaN  0.000000037  0.382168555  0.096955282  0.520876127          NaN          NaN          NaN          NaN
      6570   144.4788    93.000  0.009514219  0.381029107  0.124925184  0.484531490  1  1.000000  0.000000   733.2907        NaN  3.711E-01        NaN  0.009514219  0.381029107  0.124925184  0.484531490          NaN          NaN          NaN          NaN
      6571   133.7322    93.000  0.507112539  0.157887112  0.000023485  0.334976864  2  0.661883  0.338117   704.9345    95.8431  2.971E-01  1.599E-02  0.342909415  0.178201569  0.000031993  0.478857023  0.888532127  0.110699631  0.000003721  0.000764521
      6572   137.0398    93.000  0.000453370  0.014983153  0.000169465  0.984394012  1  1.000000  0.000000   816.3306        NaN  6.184E-01        NaN  0.000453370  0.014983153  0.000169465  0.984394012          NaN          NaN          NaN          NaN
      6573   157.0370    93.000  0.291190901  0.241881501  0.164151973  0.302775625  1  1.000000  0.000000   655.1395        NaN  2.073E-01        NaN  0.291190901  0.241881501  0.164151973  0.302775625          NaN          NaN          NaN          NaN
      6574   157.6513    93.000  0.000328562  0.000415850  0.152595840  0.846659748  1  1.000000  0.000000   802.2931        NaN  5.717E-01        NaN  0.000328562  0.000415850  0.152595840  0.846659748          NaN          NaN          NaN          NaN
      6575   137.9681    93.000  0.146742775  0.744785972  0.076141062  0.032330192  1  1.000000  0.000000   450.7127        NaN  6.307E-02        NaN  0.146742775  0.744785972  0.076141062  0.032330192          NaN          NaN          NaN          NaN
      6576   142.4023    93.000  0.077279963  0.039525488  0.000002949  0.883191600  1  1.000000  0.000000   802.6703        NaN  5.896E-01        NaN  0.077279963  0.039525488  0.000002949  0.883191600          NaN          NaN          NaN          NaN
      6577   134.1624    93.000  0.543438190  0.000093070  0.000348741  0.456119999  2  0.704629  0.295371   746.9583    76.0500  4.061E-01  1.549E-02  0.367092324  0.000105795  0.000467497  0.632334384  0.999419227  0.000060167  0.000041670  0.000478936
      6578   155.4007    93.000  0.252559632  0.530163287  0.000556639  0.216720442  1  1.000000  0.000000   593.9695        NaN  1.378E-01        NaN  0.252559632  0.530163287  0.000556639  0.216720442          NaN          NaN          NaN          NaN
      6579   128.1629    93.000  0.000002667  0.063713679  0.000075791  0.936207864  1  1.000000  0.000000   809.8741        NaN  6.024E-01        NaN  0.000002667  0.063713679  0.000075791  0.936207864          NaN          NaN          NaN          NaN
      6580   144.0896    93.000  0.000000001  0.042891935  0.950372401  0.006735664  1  1.000000  0.000000   605.2508        NaN  1.441E-01        NaN  0.000000001  0.042891935  0.950372401  0.006735664          NaN          NaN          NaN          NaN
      6581   138.6037    93.000  0.515335739  0.000299924  0.027007103  0.457357234  2  0.762387  0.237613   737.4857    79.8790  3.781E-01  1.565E-02  0.376828785  0.000331921  0.033884589  0.588954705  0.996168834  0.000188846  0.003131604  0.000510716
      6582   120.6988    93.000  0.138364737  0.572082287  0.238983716  0.050569260  1  1.000000  0.000000   506.8258        NaN  8.213E-02        NaN  0.138364737  0.572082287  0.238983716  0.050569260          NaN          NaN          NaN          NaN
      6583   151.8808    93.000  0.059010749  0.174265375  0.235664366  0.531059510  1  1.000000  0.000000   746.4894        NaN  4.022E-01        NaN  0.059010749  0.174265375  0.235664366  0.531059510          NaN          NaN          NaN          NaN
      6584   144.5278    93.000  0.906340599  0.000031426  0.000000395  0.093627580  2  0.148377  0.851623   742.6733    81.9862  3.954E-01  1.580E-02  0.387565527  0.000049931  0.000001710  0.612382832  0.999407249  0.000028106  0.000000159  0.000564485
      6585   118.2107    93.000  0.631358578  0.000084036  0.078695594  0.289861792  2  0.484478  0.515522   723.8636    70.8948  3.351E-01  1.507E-02  0.337159906  0.000103036  0.133857532  0.528879526  0.987710694  0.000061021  0.011879952  0.000348333
      6586   138.5363    93.000  0.608557830  0.354384076  0.010388807  0.026669288  2  0.101618  0.898382   559.9797   166.9947  1.104E-01  2.010E-02  0.330920507  0.450269735  0.029812996  0.188996762  0.648987812  0.340421055  0.007560226  0.003030906
      6587   161.5767    93.000  0.210135648  0.355131013  0.423870131  0.010863207  1  1.000000  0.000000   507.9241        NaN  8.344E-02        NaN  0.210135648  0.355131013  0.423870131  0.010863207          NaN          NaN          NaN          NaN
      6588   120.6955    93.000  0.341667145  0.000773146  0.000024351  0.657535358  2  0.995431  0.004569   752.6345    68.3111  4.204E-01  1.510E-02  0.339086445  0.000774417  0.000024438  0.660114700  0.999162806  0.000449351  0.000002067  0.000385776
      6589   115.7255    93.000  0.372819595  0.000000000  0.626054466  0.001125939  1  1.000000  0.000000   490.8042        NaN  7.399E-02        NaN  0.372819595  0.000000000  0.626054466  0.001125939          NaN          NaN          NaN          NaN
      6590   145.8508    93.000  0.369011350  0.079884717  0.536448898  0.014655035  1  1.000000  0.000000   497.2637        NaN  7.760E-02        NaN  0.369011350  0.079884717  0.536448898  0.014655035          NaN          NaN          NaN          NaN
      6591   147.2969    93.000  0.975606595  0.022369545  0.000032579  0.001991281  2  0.002255  0.997745   732.9185    87.8059  3.684E-01  1.600E-02  0.387658398  0.038977995  0.000319730  0.573043878  0.976985437  0.022330596  0.000031905  0.000652062
      6592   144.7654    93.000  0.579930728  0.406032865  0.000798103  0.013238305  2  0.042861  0.957139   527.0854   196.2629  9.184E-02  2.267E-02  0.338685917  0.502864196  0.002211077  0.156238809  0.593140812  0.400730574  0.000720731  0.005407882
      6593   115.3363    93.000  0.824574245  0.096974556  0.065043127  0.013408072  2  0.044883  0.955117   591.8843    96.5281  1.317E-01  1.560E-02  0.335883276  0.142811536  0.339741328  0.181563860  0.862527930  0.093414674  0.043708972  0.000348425
      6594   142.1939    93.000  0.000000003  0.311713886  0.000000024  0.688286088  1  1.000000  0.000000   774.5768        NaN  5.041E-01        NaN  0.000000003  0.311713886  0.000000024  0.688286088          NaN          NaN          NaN          NaN
      6595   144.3199    93.000  0.127362704  0.000017103  0.872617454  0.000002739  1  1.000000  0.000000   578.4604        NaN  1.220E-01        NaN  0.127362704  0.000017103  0.872617454  0.000002739          NaN          NaN          NaN          NaN
      6596   154.1279    93.000  0.000192782  0.483755356  0.097205652  0.418846210  1  1.000000  0.000000   715.8642        NaN  3.293E-01        NaN  0.000192782  0.483755356  0.097205652  0.418846210          NaN          NaN          NaN          NaN
      6597   148.8129    93.000  0.004069981  0.833046458  0.150051455  0.012832106  1  1.000000  0.000000   489.5950        NaN  7.677E-02        NaN  0.004069981  0.833046458  0.150051455  0.012832106          NaN          NaN          NaN          NaN
      6598   130.2217    93.000  0.431277302  0.261288645  0.000000044  0.307434010  2  0.735533  0.264467   674.2327   108.7144  2.362E-01  1.641E-02  0.322933809  0.282597324  0.000000054  0.394468813  0.812725582  0.186266520  0.000000007  0.001007891
      6599   152.3202    93.000  0.012002147  0.022583987  0.156793157  0.808620708  1  1.000000  0.000000   796.3769        NaN  5.544E-01        NaN  0.012002147  0.022583987  0.156793157  0.808620708          NaN          NaN          NaN          NaN
      6600   128.1296    93.000  0.219827739  0.030845348  0.748945535  0.000381377  1  1.000000  0.000000   544.9902        NaN  9.960E-02        NaN  0.219827739  0.030845348  0.748945535  0.000381377          NaN          NaN          NaN          NaN
      6601   142.6032    93.000  0.585260885  0.009785774  0.092855667  0.312097674  2  0.635842  0.364158   706.8920    87.8052  2.989E-01  1.591E-02  0.387182414  0.011385770  0.132752730  0.468679086  0.979380268  0.006602241  0.013471947  0.000545544
      6602   128.8365    93.000  0.409568423  0.094574731  0.495434521  0.000422325  1  1.000000  0.000000   455.2081        NaN  6.292E-02        NaN  0.409568423  0.094574731  0.495434521  0.000422325          NaN          NaN          NaN          NaN
      6603   150.8738    93.000  0.862650775  0.000079874  0.005274809  0.131994542  2  0.223850  0.776150   735.8494    86.3733  3.763E-01  1.603E-02  0.400208749  0.000120823  0.017536186  0.582134242  0.997613572  0.000067923  0.001696351  0.000622155
      6604   117.1439    93.000  0.001306994  0.007338156  0.496273128  0.495081722  1  1.000000  0.000000   743.3266        NaN  3.712E-01        NaN  0.001306994  0.007338156  0.496273128  0.495081722          NaN          NaN          NaN          NaN
      6605   131.9685    93.000  0.019945943  0.000004397  0.000001639  0.980048021  1  1.000000  0.000000   814.9644        NaN  6.130E-01        NaN  0.019945943  0.000004397  0.000001639  0.980048021          NaN          NaN          NaN          NaN
      6606   159.2518    93.000  0.322849262  0.035020508  0.616767202  0.025363028  1  1.000000  0.000000   535.2081        NaN  9.545E-02        NaN  0.322849262  0.035020508  0.616767202  0.025363028          NaN          NaN          NaN          NaN
      6607   139.1844    93.000  0.000001295  0.000002567  0.109270412  0.890725725  1  1.000000  0.000000   805.9438        NaN  5.790E-01        NaN  0.000001295  0.000002567  0.109270412  0.890725725          NaN          NaN          NaN          NaN
      6608   128.7102    93.000  0.317248019  0.664749665  0.015758852  0.002243465  1  1.000000  0.000000   300.4938        NaN  3.414E-02        NaN  0.317248019  0.664749665  0.015758852  0.002243465          NaN          NaN          NaN          NaN
      6609   139.2717    93.000  0.012655887  0.020866711  0.966457290  0.000020112  1  1.000000  0.000000   601.0321        NaN  1.398E-01        NaN  0.012655887  0.020866711  0.966457290  0.000020112          NaN          NaN          NaN          NaN
      6610   136.4843    93.000  0.017952183  0.023941821  0.957823143  0.000282854  1  1.000000  0.000000   599.2160        NaN  1.381E-01        NaN  0.017952183  0.023941821  0.957823143  0.000282854          NaN          NaN          NaN          NaN
      6611   147.2090    93.000  0.018548467  0.055694530  0.037717525  0.888039477  1  1.000000  0.000000   805.4756        NaN  5.942E-01        NaN  0.018548467  0.055694530  0.037717525  0.888039477          NaN          NaN          NaN          NaN
      6612   146.5306    93.000  0.505993014  0.351702898  0.018203214  0.124100874  2  0.498084  0.501916   585.3030   159.0333  1.292E-01  1.964E-02  0.348730409  0.400347418  0.027861102  0.223061071  0.698900022  0.292032841  0.006356315  0.002710823
      6613   156.6722    93.000  0.508028237  0.035933247  0.037293381  0.418745135  2  0.817292  0.182708   716.8982    95.7170  3.266E-01  1.641E-02  0.406960304  0.038885386  0.044376754  0.509777557  0.972096163  0.022378080  0.004769058  0.000756698
      6614   136.9241    93.000  0.418339641  0.420948552  0.032323223  0.128388584  2  0.662343  0.337657   551.9000   168.0704  1.052E-01  2.015E-02  0.330306360  0.451415088  0.040839701  0.177438850  0.643401445  0.343059219  0.010550389  0.002988947
      6615   154.0491    93.000  0.133795499  0.256067579  0.525009202  0.085127720  1  1.000000  0.000000   590.8558        NaN  1.341E-01        NaN  0.133795499  0.256067579  0.525009202  0.085127720          NaN          NaN          NaN          NaN
      6616   149.3763    93.000  0.149877315  0.217201867  0.539382676  0.093538143  1  1.000000  0.000000   594.5939        NaN  1.368E-01        NaN  0.149877315  0.217201867  0.539382676  0.093538143          NaN          NaN          NaN          NaN
      6617   130.3993    93.000  0.430689585  0.454536790  0.000535863  0.114237762  2  0.517841  0.482159   559.3363   166.8370  1.098E-01  1.995E-02  0.304643160  0.502187636  0.000772290  0.192396914  0.609843320  0.386809150  0.000199821  0.003147709
      6618   136.0572    93.000  0.851423661  0.001490906  0.146521744  0.000563689  2  0.087939  0.912061   454.9051   116.1832  6.281E-02  1.679E-02  0.471098235  0.002160577  0.522742198  0.003998990  0.911633610  0.001384890  0.086961660  0.000019840
      6619   139.9259    93.000  0.019190534  0.362149308  0.618660158  0.000000000  1  1.000000  0.000000   558.9869        NaN  1.105E-01        NaN  0.019190534  0.362149308  0.618660158  0.000000000          NaN          NaN          NaN          NaN
      6620   113.0436    93.000  0.003624421  0.000000006  0.329311292  0.667064282  1  1.000000  0.000000   772.6401        NaN  4.573E-01        NaN  0.003624421  0.000000006  0.329311292  0.667064282          NaN          NaN          NaN          NaN
      6621   145.9150    93.000  0.396475613  0.000000003  0.263752153  0.339772231  1  1.000000  0.000000   667.1811        NaN  2.220E-01        NaN  0.396475613  0.000000003  0.263752153  0.339772231          NaN          NaN          NaN          NaN
      6622   142.0455    93.000  0.048470808  0.109244347  0.842284817  0.000000028  1  1.000000  0.000000   584.1963        NaN  1.270E-01        NaN  0.048470808  0.109244347  0.842284817  0.000000028          NaN          NaN          NaN          NaN
      6623   149.8710    93.000  0.005773294  0.751406723  0.242762108  0.000057874  1  1.000000  0.000000   497.5059        NaN  7.988E-02        NaN  0.005773294  0.751406723  0.242762108  0.000057874          NaN          NaN          NaN          NaN
      6624   148.3325    93.000  0.217418229  0.000002983  0.757026506  0.025552282  1  1.000000  0.000000   569.4148        NaN  1.157E-01        NaN  0.217418229  0.000002983  0.757026506  0.025552282          NaN          NaN          NaN          NaN
      6625   131.6550    93.000  0.000029754  0.414515456  0.000060929  0.585393861  1  1.000000  0.000000   752.5537        NaN  4.304E-01        NaN  0.000029754  0.414515456  0.000060929  0.585393861          NaN          NaN          NaN          NaN
      6626   141.5335    93.000  0.873207921  0.120522976  0.005038005  0.001231098  2  0.000625  0.999375   682.8617   106.2643  2.521E-01  1.652E-02  0.358816062  0.191534826  0.038892485  0.410756628  0.873587721  0.120470544  0.005013009  0.000928726
      6627   125.8192    93.000  0.756417240  0.105604098  0.059580555  0.078398106  2  0.182745  0.817255   657.6842    95.9581  2.070E-01  1.582E-02  0.341133053  0.146539478  0.181677444  0.330650026  0.884563312  0.092972488  0.021904580  0.000559620
      6628   120.4860    93.000  0.065042319  0.000053130  0.713215636  0.221688915  1  1.000000  0.000000   671.6214        NaN  2.223E-01        NaN  0.065042319  0.000053130  0.713215636  0.221688915          NaN          NaN          NaN          NaN
      6629   141.9479    93.000  0.023571876  0.000076594  0.456227767  0.520123763  1  1.000000  0.000000   749.8280        NaN  3.951E-01        NaN  0.023571876  0.000076594  0.456227767  0.520123763          NaN          NaN          NaN          NaN
      6630   132.9331    93.000  0.993205762  0.006785479  0.000003072  0.000005687  1  0.000000  1.000000        NaN    75.9000        NaN  1.546E-02          NaN          NaN          NaN          NaN  0.993205762  0.006785479  0.000003072  0.000005687
      6631   123.0426    93.000  0.175983434  0.370838098  0.000035993  0.453142476  1  1.000000  0.000000   705.7532        NaN  3.000E-01        NaN  0.175983434  0.370838098  0.000035993  0.453142476          NaN          NaN          NaN          NaN
      6632   157.3708    93.000  0.000380556  0.160103020  0.733171707  0.106344717  1  1.000000  0.000000   637.3797        NaN  1.807E-01        NaN  0.000380556  0.160103020  0.733171707  0.106344717          NaN          NaN          NaN          NaN
      6633   141.1206    93.000  0.430383563  0.004140781  0.563239020  0.002236636  1  1.000000  0.000000   475.4111        NaN  6.930E-02        NaN  0.430383563  0.004140781  0.563239020  0.002236636          NaN          NaN          NaN          NaN
      6634   121.5287    93.000  0.953702222  0.006497627  0.028556071  0.011244080  2  0.019880  0.980120   689.7092    77.9480  2.590E-01  1.525E-02  0.347782381  0.010638913  0.236247514  0.405331192  0.970449441  0.006383165  0.022815618  0.000351776
      6635   127.9198    93.000  0.253830740  0.000003820  0.002055159  0.744110281  1  1.000000  0.000000   774.0586        NaN  4.914E-01        NaN  0.253830740  0.000003820  0.002055159  0.744110281          NaN          NaN          NaN          NaN
      6636   114.5230    93.000  0.115843837  0.000260603  0.881601847  0.002293713  1  1.000000  0.000000   575.7500        NaN  1.183E-01        NaN  0.115843837  0.000260603  0.881601847  0.002293713          NaN          NaN          NaN          NaN
      6637   139.9920    93.000  0.000794151  0.905183064  0.004080505  0.089942281  1  1.000000  0.000000   532.0892        NaN  9.590E-02        NaN  0.000794151  0.905183064  0.004080505  0.089942281          NaN          NaN          NaN          NaN
      6638   161.0413    93.000  0.120011460  0.042280310  0.410136475  0.427571754  1  1.000000  0.000000   724.6084        NaN  3.378E-01        NaN  0.120011460  0.042280310  0.410136475  0.427571754          NaN          NaN          NaN          NaN
      6639   129.8588    93.000  0.034951096  0.129321222  0.835721599  0.000006083  1  1.000000  0.000000   582.5173        NaN  1.251E-01        NaN  0.034951096  0.129321222  0.835721599  0.000006083          NaN          NaN          NaN          NaN
      6640   138.0342    93.000  0.000756620  0.826107170  0.173116027  0.000020183  1  1.000000  0.000000   477.3178        NaN  7.192E-02        NaN  0.000756620  0.826107170  0.173116027  0.000020183          NaN          NaN          NaN          NaN
      6641   151.3013    93.000  0.000023742  0.837252873  0.002924680  0.159798705  1  1.000000  0.000000   590.8498        NaN  1.370E-01        NaN  0.000023742  0.837252873  0.002924680  0.159798705          NaN          NaN          NaN          NaN
      6642   159.9656    93.000  0.026958579  0.011191504  0.215393990  0.746455927  1  1.000000  0.000000   788.2245        NaN  5.271E-01        NaN  0.026958579  0.011191504  0.215393990  0.746455927          NaN          NaN          NaN          NaN
      6643   155.4849    93.000  0.134173525  0.000016240  0.849532515  0.016277720  1  1.000000  0.000000   587.1245        NaN  1.292E-01        NaN  0.134173525  0.000016240  0.849532515  0.016277720          NaN          NaN          NaN          NaN
      6644   112.5432    93.000  0.025232397  0.036315330  0.934949424  0.003502849  1  1.000000  0.000000   593.0571        NaN  1.316E-01        NaN  0.025232397  0.036315330  0.934949424  0.003502849          NaN          NaN          NaN          NaN
      6645   150.0753    93.000  0.513467816  0.030388208  0.001259432  0.454884544  2  0.792130  0.207870   732.6351    88.8875  3.680E-01  1.608E-02  0.393734197  0.033309470  0.001542838  0.571413495  0.980172222  0.019001551  0.000154754  0.000671473
      6646   159.7087    93.000  0.000012392  0.580811034  0.086633253  0.332543322  1  1.000000  0.000000   687.3208        NaN  2.677E-01        NaN  0.000012392  0.580811034  0.086633253  0.332543322          NaN          NaN          NaN          NaN
